Discrete Queue Name,ProducerName,ConsumerName,Primary App_Full_Name,PrimaryAppDisp,PrimaryAppRole,Primary Application Id,q_type,Primary Neighborhood,Primary Hosting Type,Primary Data classification,Primary Enterprise Critical Payment Application,Primary PCI,Primary Publicly Accessible,Primary TRTC,queue_manager_name,app_id,line_of_business,cluster_name,cluster_namelist,def_persistence,def_put_response,inhibit_get,inhibit_put,remote_q_mgr_name,remote_q_name,usage,xmit_q_name,Neighborhood
ABFK.PPSM.CTRL,PP Arcne VMU,Saturn Compliance Monitor,PP Arcne VMU,Public Cloud,Producer,ABFK,Remote,Private IaaS,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WR29,ABFK,TECHSEC,TECHPAY,TECHPAY,Yes,Synchronous,0,Enabled,WL6E30,ABFK.PPSM.CTRL.WL6E,0,ABFK.WL6E30,Private IaaS
ABFK.PPSM.CTRL,PP Arcne VMU,Saturn Compliance Monitor,Saturn Compliance Monitor,"Private IaaS, Private PaaS",Consumer,PPSM,Remote,Private PaaS,External,Restricted,Yes,No,No,02= 2 Hours to 4 Hours,WL6E30,PPSM,TECHRISK,TECHPAY,TECHPAY,Yes,Synchronous,Enabled,Enabled,WL6E30,ABFK.PPSM.CTRL.WL6E,0,ABFK.WL6E30,Private PaaS
8BFK.TTRX.DAT,Jupiter Order Management,Saturn Compliance Monitor,Jupiter Order Management,Private PaaS,Producer,8BFK,Remote,Private IaaS,External,Public,No,No,No,00= 0-30 Minutes,WSR2C,8BFK,TECHCCIBT,TECHFIN,TECHFIN,Yes,Synchronous,0,0,WL6GX2C,8BFK.TTRX.DAT.WL6G,0,8BFK.WL6GX2C,Private IaaS
8BFK.TTRX.DAT,Jupiter Order Management,Saturn Compliance Monitor,Saturn Compliance Monitor,Mainframe,Consumer,TTRX,Remote,Private PaaS,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WL6GX2C,TTRX,TECHCT,TECHFIN,TECHFIN,Yes,Synchronous,0,0,WL6GX2C,8BFK.TTRX.DAT.WL6G,0,8BFK.WL6GX2C,Private PaaS
WXLT.PPRX.STAT,Arcturus Cache Service,Mars Portfolio Tracker,Arcturus Cache Service,"Full App Retire, Mainframe",Producer,WXLT,Remote,Private PaaS,External,Confidential,No,No,No,01= 30 Minutes to 2 Hours,WL6GR2D,WXLT,TECHCT,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,0,0,WR29,WXLT.PPRX.STAT.WR29,0,WXLT.WR29,Private PaaS
WXLT.PPRX.STAT,Arcturus Cache Service,Mars Portfolio Tracker,Mars Portfolio Tracker,Private PaaS,Consumer,PPRX,Remote,Public Cloud,External,Internal Use,No,No,No,00= 0-30 Minutes,WR29,PPRX,TECHFIN,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,Enabled,Enabled,WR29,WXLT.PPRX.STAT.WR29,Normal,WXLT.WR29,Public Cloud
8CNP.9ADV.SYNC,Arcturus Cache Service,Regulus Position Keeper,Arcturus Cache Service,Public Cloud,Producer,8CNP,Remote,Mainframe,Internal,Confidential,Yes,No,No,04= 12 to 24 Hours,WL6GR2C,8CNP,TECHSEC,TECHCORE,TECHCORE,No,Synchronous,0,Enabled,WL6EX2B,8CNP.9ADV.SYNC.WL6E,Normal,8CNP.WL6EX2B,Mainframe
8CNP.9ADV.SYNC,Arcturus Cache Service,Regulus Position Keeper,Regulus Position Keeper,"Private IaaS, Private PaaS",Consumer,9ADV,Remote,Private IaaS,Internal,Public,No,No,Yes,00= 0-30 Minutes,WL6EX2B,9ADV,TECHRISK,TECHCORE,TECHCORE,No,Synchronous,0,Enabled,WL6EX2B,8CNP.9ADV.SYNC.WL6E,0,8CNP.WL6EX2B,Private IaaS
CDSM.9ASM.RPT,Venus Client Onboarding,Aldebaran Rate Engine,Venus Client Onboarding,"Full App Retire, Mainframe",Producer,CDSM,Remote,Mainframe,Internal,Public,No,Yes,No,00= 0-30 Minutes,WL6GX2C,CDSM,TECHRISK,TECHRISK,TECHRISK,No,Asynchronous,Enabled,Enabled,WS27,CDSM.9ASM.RPT.WS27,Normal,CDSM.WS27,Mainframe
CDSM.9ASM.RPT,Venus Client Onboarding,Aldebaran Rate Engine,Aldebaran Rate Engine,Mainframe,Consumer,9ASM,Remote,Mainframe,Internal,Public,No,No,Yes,01= 30 Minutes to 2 Hours,WS27,9ASM,TECHFIN,TECHRISK,TECHRISK,No,Asynchronous,Enabled,Enabled,WS27,CDSM.9ASM.RPT.WS27,0,CDSM.WS27,Mainframe
QQNP.8CDV.ALERT,Polaris Config Manager,Capella Audit Logger,Polaris Config Manager,Private PaaS,Producer,QQNP,Remote,Private IaaS,External,Public,Yes,No,No,01= 30 Minutes to 2 Hours,WL6EX2A,QQNP,TECHOPS,TECHCT,TECHCT,No,Synchronous,0,Enabled,WL6E26,QQNP.8CDV.ALERT.WL6E,Normal,QQNP.WL6E26,Private IaaS
QQNP.8CDV.ALERT,Polaris Config Manager,Capella Audit Logger,Capella Audit Logger,Private PaaS,Consumer,8CDV,Remote,Mainframe,Internal,Internal Use,Yes,No,Yes,05= 1 to 3 Days,WL6E26,8CDV,TECHCCIBT,TECHCT,TECHCT,No,Synchronous,0,0,WL6E26,QQNP.8CDV.ALERT.WL6E,Normal,QQNP.WL6E26,Mainframe
8ANP.UV.ALERT,Neptune Risk Analytics,Venus Client Onboarding,Neptune Risk Analytics,Mainframe,Producer,8ANP,Remote,Private PaaS,Internal,Confidential,No,Yes,No,01= 30 Minutes to 2 Hours,WL6FX2B,8ANP,TECHCCIBT,TECHFIN,TECHFIN,No,Synchronous,Enabled,0,WL6ER2A,8ANP.UV.ALERT.WL6E,0,8ANP.WL6ER2A,Private PaaS
8ANP.UV.ALERT,Neptune Risk Analytics,Venus Client Onboarding,Venus Client Onboarding,Private PaaS,Consumer,UV,Remote,Mainframe,Internal,Public,Yes,No,No,01= 30 Minutes to 2 Hours,WL6ER2A,UV,TECHCCIBT,TECHFIN,TECHFIN,No,Synchronous,Enabled,0,WL6ER2A,8ANP.UV.ALERT.WL6E,0,8ANP.WL6ER2A,Mainframe
SS.CDSM.SYNC,Regulus Position Keeper,Venus Client Onboarding,Regulus Position Keeper,Private IaaS,Producer,SS,Remote,Mainframe,External,Confidential,Yes,No,No,05= 1 to 3 Days,WRX2A,SS,TECHCT,TECHOPS,TECHOPS,Yes,Synchronous,Enabled,0,WL6GX2C,SS.CDSM.SYNC.WL6G,0,SS.WL6GX2C,Mainframe
SS.CDSM.SYNC,Regulus Position Keeper,Venus Client Onboarding,Venus Client Onboarding,"Full App Retire, Mainframe",Consumer,CDSM,Remote,Mainframe,Internal,Public,No,Yes,No,00= 0-30 Minutes,WL6GX2C,CDSM,TECHRISK,TECHOPS,TECHOPS,Yes,Synchronous,0,0,WL6GX2C,SS.CDSM.SYNC.WL6G,Normal,SS.WL6GX2C,Mainframe
GH.9A.RESP,Procyon API Gateway,Betelgeuse Event Streamer,Procyon API Gateway,Mainframe,Producer,GH,Remote,Public Cloud,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WL6EX2C,GH,TECHCT,TECHPAY,TECHPAY,No,Synchronous,Enabled,0,WL6F27,GH.9A.RESP.WL6F,0,GH.WL6F27,Public Cloud
GH.9A.RESP,Procyon API Gateway,Betelgeuse Event Streamer,Betelgeuse Event Streamer,Private IaaS,Consumer,9A,Remote,Private IaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6F27,9A,TECHRISK,TECHPAY,TECHPAY,No,Synchronous,0,0,WL6F27,GH.9A.RESP.WL6F,Normal,GH.WL6F27,Private IaaS
WXNP.QQRX.SYNC,Aldebaran Rate Engine,Rigel Batch Processor,Aldebaran Rate Engine,"Private IaaS, Private PaaS",Producer,WXNP,Remote,Private IaaS,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,WXNP,TECHCT,TECHOPS,TECHOPS,Yes,Asynchronous,Enabled,Enabled,WRX2D,WXNP.QQRX.SYNC.WRX2,Normal,WXNP.WRX2D,Private IaaS
WXNP.QQRX.SYNC,Aldebaran Rate Engine,Rigel Batch Processor,Rigel Batch Processor,Private IaaS,Consumer,QQRX,Remote,Public Cloud,External,Restricted,No,No,No,02= 2 Hours to 4 Hours,WRX2D,QQRX,TECHCCIBT,TECHOPS,TECHOPS,Yes,Asynchronous,0,Enabled,WRX2D,WXNP.QQRX.SYNC.WRX2,Normal,WXNP.WRX2D,Public Cloud
ABLT.ABRX.RPT,Krypton Payment Gateway,Mercury Trade Settlement,Krypton Payment Gateway,Private IaaS,Producer,ABLT,Remote,Mainframe,External,Public,No,No,No,04= 12 to 24 Hours,WRX2A,ABLT,TECHOPS,TECHCORE,TECHCORE,Yes,Synchronous,Enabled,Enabled,WR26,ABLT.ABRX.RPT.WR26,0,ABLT.WR26,Mainframe
ABLT.ABRX.RPT,Krypton Payment Gateway,Mercury Trade Settlement,Mercury Trade Settlement,Private IaaS,Consumer,ABRX,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WR26,ABRX,TECHOPS,TECHCORE,TECHCORE,Yes,Synchronous,0,Enabled,WR26,ABLT.ABRX.RPT.WR26,Normal,ABLT.WR26,Private IaaS
EFDV.9BRX.STAT,Arcturus Cache Service,PP Arcne VMU,Arcturus Cache Service,Private IaaS,Producer,EFDV,Remote,Private PaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6EX2A,EFDV,TECHCCIBT,TECHCORE,TECHCORE,Yes,Synchronous,Enabled,Enabled,WSR2D,EFDV.9BRX.STAT.WSR2,0,EFDV.WSR2D,Private PaaS
EFDV.9BRX.STAT,Arcturus Cache Service,PP Arcne VMU,PP Arcne VMU,"Private IaaS, Private PaaS",Consumer,9BRX,Remote,Mainframe,External,Confidential,No,No,No,03= 4:01 to 11:59 Hours,WSR2D,9BRX,TECHFIN,TECHCORE,TECHCORE,Yes,Synchronous,0,0,WSR2D,EFDV.9BRX.STAT.WSR2,Normal,EFDV.WSR2D,Mainframe
8BFK.8CNP.RQST,Jupiter Order Management,Arcturus Cache Service,Jupiter Order Management,Private PaaS,Producer,8BFK,Remote,Private IaaS,External,Public,No,No,No,00= 0-30 Minutes,WSR2C,8BFK,TECHCCIBT,TECHRISK,TECHRISK,Yes,Asynchronous,Enabled,0,WL6GR2C,8BFK.8CNP.RQST.WL6G,0,8BFK.WL6GR2C,Private IaaS
8BFK.8CNP.RQST,Jupiter Order Management,Arcturus Cache Service,Arcturus Cache Service,Public Cloud,Consumer,8CNP,Remote,Mainframe,Internal,Confidential,Yes,No,No,04= 12 to 24 Hours,WL6GR2C,8CNP,TECHSEC,TECHRISK,TECHRISK,Yes,Asynchronous,Enabled,Enabled,WL6GR2C,8BFK.8CNP.RQST.WL6G,0,8BFK.WL6GR2C,Mainframe
UVRX.UVFK.RPT,Vega Authentication Service,Pluto Fraud Detection,Vega Authentication Service,Public Cloud,Producer,UVRX,Remote,Private IaaS,Internal,Confidential,No,No,Yes,00= 0-30 Minutes,WSR2D,UVRX,TECHOPS,TECHOPS,TECHOPS,Yes,Synchronous,0,0,WL6EX2C,UVRX.UVFK.RPT.WL6E,0,UVRX.WL6EX2C,Private IaaS
UVRX.UVFK.RPT,Vega Authentication Service,Pluto Fraud Detection,Pluto Fraud Detection,"Private IaaS, Private PaaS",Consumer,UVFK,Remote,Public Cloud,External,Public,Yes,No,No,01= 30 Minutes to 2 Hours,WL6EX2C,UVFK,TECHFIN,TECHOPS,TECHOPS,Yes,Synchronous,Enabled,Enabled,WL6EX2C,UVRX.UVFK.RPT.WL6E,0,UVRX.WL6EX2C,Public Cloud
UV.9ALT.ACK,Venus Client Onboarding,Antares Settlement Bus,Venus Client Onboarding,Private PaaS,Producer,UV,Remote,Mainframe,Internal,Public,Yes,No,No,01= 30 Minutes to 2 Hours,WL6ER2A,UV,TECHCCIBT,TECHCT,TECHCT,Yes,Asynchronous,Enabled,Enabled,WL6FX2C,UV.9ALT.ACK.WL6F,Normal,UV.WL6FX2C,Mainframe
UV.9ALT.ACK,Venus Client Onboarding,Antares Settlement Bus,Antares Settlement Bus,Private IaaS,Consumer,9ALT,Remote,Private PaaS,External,Public,Yes,No,No,05= 1 to 3 Days,WL6FX2C,9ALT,TECHCT,TECHCT,TECHCT,Yes,Asynchronous,Enabled,0,WL6FX2C,UV.9ALT.ACK.WL6F,Normal,UV.WL6FX2C,Private PaaS
YZFK.TTSM.NTFY,Spica Reconciliation,Mercury Trade Settlement,Spica Reconciliation,"Full App Retire, Mainframe",Producer,YZFK,Remote,Public Cloud,External,Confidential,No,No,No,02= 2 Hours to 4 Hours,WL6EX2A,YZFK,TECHFIN,TECHFIN,TECHFIN,Yes,Asynchronous,0,0,WL6ER2A,YZFK.TTSM.NTFY.WL6E,0,YZFK.WL6ER2A,Public Cloud
YZFK.TTSM.NTFY,Spica Reconciliation,Mercury Trade Settlement,Mercury Trade Settlement,"Full App Retire, Mainframe",Consumer,TTSM,Remote,Public Cloud,External,Confidential,No,No,No,03= 4:01 to 11:59 Hours,WL6ER2A,TTSM,TECHCCIBT,TECHFIN,TECHFIN,Yes,Asynchronous,0,Enabled,WL6ER2A,YZFK.TTSM.NTFY.WL6E,Normal,YZFK.WL6ER2A,Public Cloud
9BSM.GHNP.CMD,DFCeth - HUVY MIPKNVL ZYU,Canopus Trade Capture,DFCeth - HUVY MIPKNVL ZYU,Private PaaS,Producer,9BSM,Remote,Private PaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WQ30,9BSM,TECHCCIBT,TECHCCIBT,TECHCCIBT,No,Synchronous,Enabled,0,WQ27,9BSM.GHNP.CMD.WQ27,Normal,9BSM.WQ27,Private PaaS
9BSM.GHNP.CMD,DFCeth - HUVY MIPKNVL ZYU,Canopus Trade Capture,Canopus Trade Capture,Private IaaS,Consumer,GHNP,Remote,Mainframe,External,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WQ27,GHNP,TECHCT,TECHCCIBT,TECHCCIBT,No,Synchronous,0,0,WQ27,9BSM.GHNP.CMD.WQ27,0,9BSM.WQ27,Mainframe
8ASM.CDFK.ACK,PP Arcne VMU,Mars Portfolio Tracker,PP Arcne VMU,Public Cloud,Producer,8ASM,Remote,Public Cloud,External,Public,Yes,Yes,No,02= 2 Hours to 4 Hours,WSX2B,8ASM,TECHRISK,TECHFIN,TECHFIN,No,Synchronous,0,Enabled,WRR2D,8ASM.CDFK.ACK.WRR2,0,8ASM.WRR2D,Public Cloud
8ASM.CDFK.ACK,PP Arcne VMU,Mars Portfolio Tracker,Mars Portfolio Tracker,"Full App Retire, Mainframe",Consumer,CDFK,Remote,Public Cloud,Internal,Public,No,No,No,04= 12 to 24 Hours,WRR2D,CDFK,TECHCT,TECHFIN,TECHFIN,No,Synchronous,Enabled,Enabled,WRR2D,8ASM.CDFK.ACK.WRR2,0,8ASM.WRR2D,Public Cloud
8B.WXFK.ALERT,Saturn Compliance Monitor,Polaris Config Manager,Saturn Compliance Monitor,"Private IaaS, Private PaaS",Producer,8B,Remote,Public Cloud,Internal,Public,No,No,No,05= 1 to 3 Days,WL6EX2C,8B,TECHRISK,TECHOPS,TECHOPS,Yes,Asynchronous,Enabled,0,WSX2B,8B.WXFK.ALERT.WSX2,0,8B.WSX2B,Public Cloud
8B.WXFK.ALERT,Saturn Compliance Monitor,Polaris Config Manager,Polaris Config Manager,Private PaaS,Consumer,WXFK,Remote,Mainframe,Internal,Confidential,No,No,No,03= 4:01 to 11:59 Hours,WSX2B,WXFK,TECHFIN,TECHOPS,TECHOPS,Yes,Asynchronous,Enabled,0,WSX2B,8B.WXFK.ALERT.WSX2,0,8B.WSX2B,Mainframe
8CRX.RRFK.RQST,Polaris Config Manager,Arcturus Cache Service,Polaris Config Manager,"Full App Retire, Mainframe",Producer,8CRX,Remote,Mainframe,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,8CRX,TECHSEC,TECHFIN,TECHFIN,Yes,Synchronous,0,0,WRX2D,8CRX.RRFK.RQST.WRX2,0,8CRX.WRX2D,Mainframe
8CRX.RRFK.RQST,Polaris Config Manager,Arcturus Cache Service,Arcturus Cache Service,Public Cloud,Consumer,RRFK,Remote,Mainframe,Internal,Restricted,No,No,Yes,04= 12 to 24 Hours,WRX2D,RRFK,TECHOPS,TECHFIN,TECHFIN,Yes,Synchronous,Enabled,Enabled,WRX2D,8CRX.RRFK.RQST.WRX2,Normal,8CRX.WRX2D,Mainframe
ABDV.YZ.ACK,Neptune Risk Analytics,Antares Settlement Bus,Neptune Risk Analytics,Private PaaS,Producer,ABDV,Remote,Public Cloud,Internal,Public,No,No,No,05= 1 to 3 Days,WR29,ABDV,TECHRISK,TECHCT,TECHCT,Yes,Synchronous,0,0,WRR2D,ABDV.YZ.ACK.WRR2,Normal,ABDV.WRR2D,Public Cloud
ABDV.YZ.ACK,Neptune Risk Analytics,Antares Settlement Bus,Antares Settlement Bus,"Private IaaS, Private PaaS",Consumer,YZ,Remote,Private IaaS,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WRR2D,YZ,TECHCCIBT,TECHCT,TECHCT,Yes,Synchronous,Enabled,0,WRR2D,ABDV.YZ.ACK.WRR2,0,ABDV.WRR2D,Private IaaS
GHRX.9ASM.RQST,Regulus Position Keeper,Aldebaran Rate Engine,Regulus Position Keeper,Mainframe,Producer,GHRX,Remote,Private IaaS,External,Confidential,Yes,No,No,01= 30 Minutes to 2 Hours,WS29,GHRX,TECHOPS,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,0,Enabled,WS27,GHRX.9ASM.RQST.WS27,Normal,GHRX.WS27,Private IaaS
GHRX.9ASM.RQST,Regulus Position Keeper,Aldebaran Rate Engine,Aldebaran Rate Engine,Mainframe,Consumer,9ASM,Remote,Mainframe,Internal,Public,No,No,Yes,01= 30 Minutes to 2 Hours,WS27,9ASM,TECHFIN,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,0,0,WS27,GHRX.9ASM.RQST.WS27,0,GHRX.WS27,Mainframe
8ARX.PPSM.STAT,Krypton Payment Gateway,Saturn Compliance Monitor,Krypton Payment Gateway,Private IaaS,Producer,8ARX,Local,Private PaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6E30,8ARX,TECHSEC,TECHOPS,TECHOPS,No,Asynchronous,Enabled,0,,,0,,Private PaaS
8ARX.PPSM.STAT,Krypton Payment Gateway,Saturn Compliance Monitor,Saturn Compliance Monitor,"Private IaaS, Private PaaS",Consumer,PPSM,Local,Private PaaS,External,Restricted,Yes,No,No,02= 2 Hours to 4 Hours,WL6E30,PPSM,TECHRISK,TECHOPS,TECHOPS,No,Asynchronous,0,Enabled,,,Normal,,Private PaaS
CDFK.TTLT.RESP,Mars Portfolio Tracker,Neptune Risk Analytics,Mars Portfolio Tracker,"Full App Retire, Mainframe",Producer,CDFK,Remote,Public Cloud,Internal,Public,No,No,No,04= 12 to 24 Hours,WRR2D,CDFK,TECHCT,TECHFIN,TECHFIN,No,Synchronous,0,0,WL6ER2F,CDFK.TTLT.RESP.WL6E,Normal,CDFK.WL6ER2F,Public Cloud
CDFK.TTLT.RESP,Mars Portfolio Tracker,Neptune Risk Analytics,Neptune Risk Analytics,Private IaaS,Consumer,TTLT,Remote,Private IaaS,External,Public,No,No,Yes,04= 12 to 24 Hours,WL6ER2F,TTLT,TECHCCIBT,TECHFIN,TECHFIN,No,Synchronous,0,Enabled,WL6ER2F,CDFK.TTLT.RESP.WL6E,0,CDFK.WL6ER2F,Private IaaS
GHNP.QQFK.ALERT,Canopus Trade Capture,Sirius Notification Hub,Canopus Trade Capture,Private IaaS,Producer,GHNP,Remote,Mainframe,External,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WQ27,GHNP,TECHCT,TECHCT,TECHCT,No,Synchronous,0,Enabled,WRX2B,GHNP.QQFK.ALERT.WRX2,Normal,GHNP.WRX2B,Mainframe
GHNP.QQFK.ALERT,Canopus Trade Capture,Sirius Notification Hub,Sirius Notification Hub,"Full App Retire, Mainframe",Consumer,QQFK,Remote,Mainframe,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WRX2B,QQFK,TECHCCIBT,TECHCT,TECHCT,No,Synchronous,0,0,WRX2B,GHNP.QQFK.ALERT.WRX2,0,GHNP.WRX2B,Mainframe
YZDV.EFLT.NTFY,Achernar Limit Monitor,Polaris Config Manager,Achernar Limit Monitor,Public Cloud,Producer,YZDV,Remote,Public Cloud,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WRR2D,YZDV,TECHOPS,TECHRISK,TECHRISK,No,Synchronous,0,0,WL6ER2F,YZDV.EFLT.NTFY.WL6E,Normal,YZDV.WL6ER2F,Public Cloud
YZDV.EFLT.NTFY,Achernar Limit Monitor,Polaris Config Manager,Polaris Config Manager,"Full App Retire, Mainframe",Consumer,EFLT,Remote,Mainframe,External,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6ER2F,EFLT,TECHRISK,TECHRISK,TECHRISK,No,Synchronous,0,Enabled,WL6ER2F,YZDV.EFLT.NTFY.WL6E,0,YZDV.WL6ER2F,Mainframe
CDFK.8BDV.DAT,Mars Portfolio Tracker,Orion Data Warehouse,Mars Portfolio Tracker,"Full App Retire, Mainframe",Producer,CDFK,Remote,Public Cloud,Internal,Public,No,No,No,04= 12 to 24 Hours,WRR2D,CDFK,TECHCT,TECHCORE,TECHCORE,Yes,Synchronous,Enabled,0,WL6FR2D,CDFK.8BDV.DAT.WL6F,Normal,CDFK.WL6FR2D,Public Cloud
CDFK.8BDV.DAT,Mars Portfolio Tracker,Orion Data Warehouse,Orion Data Warehouse,Mainframe,Consumer,8BDV,Remote,Mainframe,External,Public,No,No,No,05= 1 to 3 Days,WL6FR2D,8BDV,TECHCT,TECHCORE,TECHCORE,Yes,Synchronous,Enabled,Enabled,WL6FR2D,CDFK.8BDV.DAT.WL6F,Normal,CDFK.WL6FR2D,Mainframe
RR.PPRX.BATCH,Capella Audit Logger,Mars Portfolio Tracker,Capella Audit Logger,"Private IaaS, Private PaaS",Producer,RR,Remote,Private PaaS,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WRR2F,RR,TECHOPS,TECHFIN,TECHFIN,Yes,Synchronous,Enabled,0,WR29,RR.PPRX.BATCH.WR29,0,RR.WR29,Private PaaS
RR.PPRX.BATCH,Capella Audit Logger,Mars Portfolio Tracker,Mars Portfolio Tracker,Private PaaS,Consumer,PPRX,Remote,Public Cloud,External,Internal Use,No,No,No,00= 0-30 Minutes,WR29,PPRX,TECHFIN,TECHFIN,TECHFIN,Yes,Synchronous,0,0,WR29,RR.PPRX.BATCH.WR29,Normal,RR.WR29,Public Cloud
IJ.8ANP.CMD,Achernar Limit Monitor,Neptune Risk Analytics,Achernar Limit Monitor,"Private IaaS, Private PaaS",Producer,IJ,Remote,Private IaaS,External,Confidential,No,No,No,00= 0-30 Minutes,WL6EX2B,IJ,TECHOPS,TECHCCIBT,TECHCCIBT,No,Synchronous,Enabled,0,WL6FX2B,IJ.8ANP.CMD.WL6F,Normal,IJ.WL6FX2B,Private IaaS
IJ.8ANP.CMD,Achernar Limit Monitor,Neptune Risk Analytics,Neptune Risk Analytics,Mainframe,Consumer,8ANP,Remote,Private PaaS,Internal,Confidential,No,Yes,No,01= 30 Minutes to 2 Hours,WL6FX2B,8ANP,TECHCCIBT,TECHCCIBT,TECHCCIBT,No,Synchronous,Enabled,0,WL6FX2B,IJ.8ANP.CMD.WL6F,0,IJ.WL6FX2B,Private PaaS
UVNP.WXSM.RQST,Rigel Batch Processor,Capella Audit Logger,Rigel Batch Processor,Mainframe,Producer,UVNP,Remote,Public Cloud,Internal,Restricted,No,No,No,04= 12 to 24 Hours,WL6GX2C,UVNP,TECHOPS,TECHCORE,TECHCORE,Yes,Asynchronous,Enabled,0,WS26,UVNP.WXSM.RQST.WS26,Normal,UVNP.WS26,Public Cloud
UVNP.WXSM.RQST,Rigel Batch Processor,Capella Audit Logger,Capella Audit Logger,Mainframe,Consumer,WXSM,Remote,Private PaaS,External,Public,No,Yes,No,02= 2 Hours to 4 Hours,WS26,WXSM,TECHRISK,TECHCORE,TECHCORE,Yes,Asynchronous,0,0,WS26,UVNP.WXSM.RQST.WS26,0,UVNP.WS26,Private PaaS
EFDV.PPFK.LOG,Arcturus Cache Service,Neptune Risk Analytics,Arcturus Cache Service,Private IaaS,Producer,EFDV,Remote,Private PaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6EX2A,EFDV,TECHCCIBT,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,0,WL6FX2C,EFDV.PPFK.LOG.WL6F,0,EFDV.WL6FX2C,Private PaaS
EFDV.PPFK.LOG,Arcturus Cache Service,Neptune Risk Analytics,Neptune Risk Analytics,Mainframe,Consumer,PPFK,Remote,Public Cloud,Internal,Public,Yes,No,Yes,04= 12 to 24 Hours,WL6FX2C,PPFK,TECHSEC,TECHCCIBT,TECHCCIBT,No,Asynchronous,0,Enabled,WL6FX2C,EFDV.PPFK.LOG.WL6F,0,EFDV.WL6FX2C,Public Cloud
9BLT.8B.RESP,OOIKN JIU,Saturn Compliance Monitor,OOIKN JIU,Private PaaS,Producer,9BLT,Remote,Public Cloud,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WL6FX2B,9BLT,TECHCCIBT,TECHCT,TECHCT,No,Asynchronous,Enabled,Enabled,WL6EX2C,9BLT.8B.RESP.WL6E,Normal,9BLT.WL6EX2C,Public Cloud
9BLT.8B.RESP,OOIKN JIU,Saturn Compliance Monitor,Saturn Compliance Monitor,"Private IaaS, Private PaaS",Consumer,8B,Remote,Public Cloud,Internal,Public,No,No,No,05= 1 to 3 Days,WL6EX2C,8B,TECHRISK,TECHCT,TECHCT,No,Asynchronous,Enabled,Enabled,WL6EX2C,9BLT.8B.RESP.WL6E,0,9BLT.WL6EX2C,Public Cloud
QQDV.SS.STAT,Deneb Message Router,Regulus Position Keeper,Deneb Message Router,"Private IaaS, Private PaaS",Producer,QQDV,Remote,Private IaaS,External,Internal Use,No,No,Yes,05= 1 to 3 Days,WSR2D,QQDV,TECHFIN,TECHRISK,TECHRISK,No,Asynchronous,Enabled,0,WRX2A,QQDV.SS.STAT.WRX2,0,QQDV.WRX2A,Private IaaS
QQDV.SS.STAT,Deneb Message Router,Regulus Position Keeper,Regulus Position Keeper,Private IaaS,Consumer,SS,Remote,Mainframe,External,Confidential,Yes,No,No,05= 1 to 3 Days,WRX2A,SS,TECHCT,TECHRISK,TECHRISK,No,Asynchronous,Enabled,Enabled,WRX2A,QQDV.SS.STAT.WRX2,0,QQDV.WRX2A,Mainframe
8CLT.EFSM.BATCH,Deneb Message Router,Deneb Message Router,Deneb Message Router,Public Cloud,Producer,8CLT,Remote,Private IaaS,External,Restricted,No,No,No,01= 30 Minutes to 2 Hours,WL6F27,8CLT,TECHCT,TECHSEC,TECHSEC,No,Asynchronous,0,0,WL6ER2F,8CLT.EFSM.BATCH.WL6E,0,8CLT.WL6ER2F,Private IaaS
8CLT.EFSM.BATCH,Deneb Message Router,Deneb Message Router,Deneb Message Router,Private PaaS,Consumer,EFSM,Remote,Public Cloud,External,Public,No,Yes,No,02= 2 Hours to 4 Hours,WL6ER2F,EFSM,TECHCT,TECHSEC,TECHSEC,No,Asynchronous,0,0,WL6ER2F,8CLT.EFSM.BATCH.WL6E,0,8CLT.WL6ER2F,Public Cloud
